,bike_name,price,kms_driven,owner,age,power,brand
3483,Bajaj Pulsar 150cc,29200.0,30000.0,First Owner,8.0,150.0,Bajaj
3484,Bajaj Platina 100cc,50000.0,200.0,First Owner,3.0,100.0,Bajaj
3485,Bajaj Discover 125M,36000.0,4838.0,First Owner,4.0,125.0,Bajaj
3486,Bajaj Discover 100M,32000.0,26500.0,First Owner,7.0,100.0,Bajaj
3487,Yamaha FZ S,55000.0,43000.0,First Owner,5.0,150.0,Yamaha
3488,Royal Enfield Bullet,62000.0,23367.0,First Owner,15.0,350.0,Royal Enfield
3489,Yamaha YZF-R15 2.0,60000.0,18200.0,First Owner,9.0,150.0,Yamaha
3490,Hero CBZ Xtreme,28000.0,25000.0,First Owner,9.0,150.0,Hero
3491,Honda CB Unicorn,20000.0,35063.0,Second Owner,13.0,150.0,Honda
3492,Yamaha FZ S,73000.0,14000.0,First Owner,3.0,150.0,Yamaha
3493,Bajaj Avenger Street,45000.0,15000.0,First Owner,5.0,150.0,Bajaj
3494,Bajaj Avenger 220cc,55000.0,38000.0,First Owner,6.0,220.0,Bajaj
3495,Bajaj Avenger Street,83100.0,13450.0,First Owner,4.0,150.0,Bajaj
3496,Hero Splendor iSmart,25000.0,50000.0,First Owner,7.0,100.0,Hero
3497,Honda CB ShineSP,39200.0,16500.0,Second Owner,5.0,125.0,Honda
3498,Bajaj Pulsar 150cc,15000.0,70000.0,First Owner,13.0,150.0,Bajaj
3499,Royal Enfield Bullet,78500.0,35596.0,First Owner,6.0,350.0,Royal Enfield
3500,Bajaj Discover 125cc,52000.0,3400.0,First Owner,3.0,125.0,Bajaj
3501,Hero Splendor Plus,29500.0,36484.0,First Owner,8.0,100.0,Hero
3502,Honda CB Trigger,36000.0,30000.0,First Owner,7.0,150.0,Honda
3503,Bajaj Avenger Street,65000.0,30000.0,First Owner,4.0,150.0,Bajaj
3504,Bajaj Avenger 220cc,50000.0,1234.0,Second Owner,7.0,220.0,Bajaj
3505,Yamaha FZ16 150cc,42500.0,16435.0,First Owner,7.0,150.0,Yamaha
3506,Yamaha FZ S,43000.0,60000.0,First Owner,7.0,150.0,Yamaha
3507,Honda CBR 250R,80000.0,35000.0,First Owner,10.0,250.0,Honda
3508,Hero Splendor Pro,21000.0,7100.0,First Owner,9.0,100.0,Hero
3509,Yamaha FZ16 150cc,45000.0,72354.0,First Owner,10.0,150.0,Yamaha
3510,Bajaj Discover 125cc,10500.0,717794.0,First Owner,15.0,125.0,Bajaj
3511,Bajaj Pulsar 150cc,29500.0,25000.0,First Owner,10.0,150.0,Bajaj
3512,Bajaj Pulsar 220F,38000.0,58816.0,First Owner,11.0,220.0,Bajaj
3513,Hero Passion Pro,30000.0,22560.0,First Owner,7.0,100.0,Hero
3514,Hero Super Splendor,19000.0,78822.0,First Owner,8.0,125.0,Hero
3515,Yamaha Fazer 150cc,34000.0,38000.0,First Owner,11.0,150.0,Yamaha
3516,Hero Karizma ZMR,28000.0,14256.0,First Owner,12.0,223.0,Hero
3517,Bajaj Avenger 220cc,41000.0,71303.0,First Owner,6.0,220.0,Bajaj
3518,Bajaj Pulsar 180cc,20000.0,57500.0,Second Owner,14.0,180.0,Bajaj
3519,Hero CD Deluxe,11000.0,20000.0,First Owner,12.0,100.0,Hero
3520,Bajaj Pulsar 220F,63000.0,21000.0,First Owner,4.0,220.0,Bajaj
3521,Bajaj V15 150cc,41999.0,54362.0,First Owner,4.0,150.0,Bajaj
3522,Bajaj Pulsar RS200,87000.0,35450.0,First Owner,6.0,200.0,Bajaj
3523,Hero Glamour 125cc,41400.0,21000.0,First Owner,4.0,125.0,Hero
3524,TVS Star 100cc,9000.0,72378.0,First Owner,15.0,100.0,TVS
3525,Bajaj Pulsar 180cc,22000.0,54000.0,Second Owner,13.0,180.0,Bajaj
3526,Honda CBF Stunner,17000.0,35655.0,First Owner,10.0,125.0,Honda
3527,Bajaj XCD 135,18000.0,42000.0,First Owner,11.0,135.0,Bajaj
3528,Bajaj Pulsar RS200,82500.0,13000.0,First Owner,6.0,200.0,Bajaj
3529,Suzuki Gixxer SF,70000.0,7900.0,First Owner,6.0,150.0,Suzuki
3530,Bajaj Pulsar 150cc,15000.0,70000.0,First Owner,13.0,150.0,Bajaj
3531,Royal Enfield Bullet,78500.0,35596.0,First Owner,6.0,350.0,Royal Enfield
3532,Bajaj Discover 125cc,52000.0,3400.0,First Owner,3.0,125.0,Bajaj
3533,Hero Splendor Plus,29500.0,36484.0,First Owner,8.0,100.0,Hero
3534,Honda CB Hornet,51000.0,24800.0,First Owner,5.0,160.0,Honda
3535,Royal Enfield Bullet,75068.0,16919.0,First Owner,9.0,350.0,Royal Enfield
3536,Honda CB Trigger,36000.0,30000.0,First Owner,7.0,150.0,Honda
3537,Bajaj Avenger Street,65000.0,30000.0,First Owner,4.0,150.0,Bajaj
3538,Bajaj Avenger 220cc,50000.0,1234.0,Second Owner,7.0,220.0,Bajaj
3539,Hero Karizma ZMR,35300.0,55000.0,First Owner,8.0,223.0,Hero
3540,Hero Karizma R,22000.0,16750.0,First Owner,10.0,223.0,Hero
3541,Bajaj V15 150cc,36800.0,41090.0,Second Owner,4.0,150.0,Bajaj
3542,Bajaj Avenger Street,49000.0,13281.0,First Owner,5.0,150.0,Bajaj
3543,Bajaj V12 125cc,37000.0,29094.0,First Owner,4.0,125.0,Bajaj
3544,Honda CBF Stunner,21400.0,45000.0,First Owner,8.0,125.0,Honda
3545,Royal Enfield Thunderbird,55000.0,15000.0,Second Owner,12.0,350.0,Royal Enfield
3546,Bajaj Pulsar 220cc,26000.0,55686.0,Second Owner,9.0,220.0,Bajaj
3547,Bajaj Pulsar 150cc,40000.0,75000.0,First Owner,8.0,150.0,Bajaj
3548,Bajaj Pulsar 150cc,32000.0,21000.0,First Owner,5.0,150.0,Bajaj
3549,Bajaj Discover 135cc,13500.0,477976.0,First Owner,14.0,135.0,Bajaj
3550,Yamaha YZF-R15 2.0,66400.0,27481.0,Second Owner,7.0,150.0,Yamaha
3551,Honda CBR 150R,67000.0,43871.0,First Owner,6.0,150.0,Honda
3552,Bajaj Avenger 220cc,41000.0,71303.0,First Owner,6.0,220.0,Bajaj
3553,Bajaj Pulsar 180cc,20000.0,57500.0,Second Owner,14.0,180.0,Bajaj
3554,Hero CD Deluxe,11000.0,20000.0,First Owner,12.0,100.0,Hero
3555,Bajaj Pulsar 220F,63000.0,21000.0,First Owner,4.0,220.0,Bajaj
3556,Bajaj V15 150cc,41999.0,54362.0,First Owner,4.0,150.0,Bajaj
3557,Yamaha FZs 150cc,45000.0,32375.0,First Owner,8.0,150.0,Yamaha
3558,Bajaj Pulsar 220F,61000.0,41000.0,First Owner,7.0,220.0,Bajaj
3559,Honda Dream Yuga,38000.0,16500.0,First Owner,9.0,110.0,Honda
3560,Honda CBR 150R,75500.0,23800.0,First Owner,7.0,150.0,Honda
3561,Bajaj V15 150cc,49100.0,10000.0,First Owner,5.0,150.0,Bajaj
3562,Bajaj Pulsar RS200,85000.0,26000.0,First Owner,6.0,200.0,Bajaj
3563,Yamaha Gladiator 125cc,20000.0,38500.0,Fourth Owner Or More,12.0,125.0,Yamaha
3564,Bajaj Discover150 150cc,28000.0,25000.0,First Owner,7.0,150.0,Bajaj
3565,Bajaj Avenger Street,69999.0,7054.0,First Owner,5.0,150.0,Bajaj
3566,Hero Passion Plus,24000.0,6000.0,First Owner,10.0,100.0,Hero
3567,Hero Xtreme Sports,56000.0,17330.0,First Owner,6.0,149.0,Hero
3568,Honda CB Hornet,51000.0,24800.0,First Owner,5.0,160.0,Honda
3569,Royal Enfield Bullet,75068.0,16919.0,First Owner,9.0,350.0,Royal Enfield
3570,Bajaj Discover 125ST,24500.0,21891.0,First Owner,7.0,125.0,Bajaj
3571,Bajaj Pulsar 180cc,36999.0,57811.0,First Owner,8.0,180.0,Bajaj
3572,Honda CB Hornet,67000.0,12000.0,First Owner,4.0,160.0,Honda
3573,Yamaha Fazer 150cc,40000.0,38000.0,First Owner,8.0,150.0,Yamaha
3574,Bajaj Platina 100cc,26000.0,17695.0,First Owner,8.0,100.0,Bajaj
3575,Hero Passion Plus,20100.0,45330.0,First Owner,14.0,100.0,Hero
3576,Bajaj Pulsar AS150,69000.0,22000.0,First Owner,6.0,150.0,Bajaj
3577,Honda CB Unicorn,26000.0,33000.0,First Owner,12.0,150.0,Honda
3578,Yamaha FZs 150cc,48000.0,11000.0,First Owner,7.0,150.0,Yamaha
3579,Bajaj Pulsar 150cc,25000.0,60000.0,First Owner,9.0,150.0,Bajaj
3580,Bajaj Avenger Street,84000.0,1920.0,First Owner,4.0,150.0,Bajaj
3581,Bajaj Pulsar AS200,55000.0,27000.0,First Owner,8.0,200.0,Bajaj
3582,Hero Xtreme Sports,65000.0,3200.0,First Owner,5.0,150.0,Hero
3583,Suzuki Gixxer SF,88000.0,8000.0,First Owner,4.0,150.0,Suzuki
3584,Honda Dream Yuga,27500.0,18000.0,First Owner,7.0,110.0,Honda
3585,Royal Enfield‎ Bullet,80000.0,23895.0,First Owner,7.0,350.0,Royal Enfield
3586,Hero Splendor Plus,19600.0,42000.0,Second Owner,11.0,100.0,Hero
3587,Hero CBZ 150cc,30000.0,51528.0,First Owner,9.0,150.0,Hero
3588,Honda CB ShineSP,55000.0,10000.0,First Owner,4.0,125.0,Honda
3589,Hero Honda Splendor,21000.0,19000.0,First Owner,10.0,100.0,Hero
3590,Hero Splendor NXG,20000.0,70628.0,First Owner,10.0,100.0,Hero
3591,Hero Passion Pro,25000.0,58137.0,First Owner,10.0,100.0,Hero
3592,Hero Karizma R,42000.0,35000.0,First Owner,7.0,223.0,Hero
3593,Yamaha YZF-R15 2.0,74000.0,23000.0,First Owner,7.0,150.0,Yamaha
3594,Bajaj Pulsar 150cc,18600.0,56000.0,First Owner,10.0,150.0,Bajaj
3595,Royal Enfield Thunderbird,89000.0,13000.0,First Owner,8.0,350.0,Royal Enfield
3596,TVS Apache RTR,65000.0,18500.0,First Owner,5.0,160.0,TVS
3597,Hero Passion Pro,35000.0,9500.0,First Owner,6.0,100.0,Hero
3598,TVS Star City,40000.0,38950.0,First Owner,5.0,110.0,TVS
3599,TVS Apache RTR,40000.0,80000.0,First Owner,9.0,160.0,TVS
3600,Bajaj Discover 110cc,55000.0,2000.0,First Owner,3.0,110.0,Bajaj
3601,Bajaj Avenger 150cc,59999.0,20850.0,First Owner,7.0,150.0,Bajaj
3602,Bajaj Avenger Street,70000.0,11000.0,First Owner,4.0,150.0,Bajaj
3603,Honda CB Twister,25000.0,28000.0,First Owner,7.0,110.0,Honda
3604,Hero Hunk 150cc,15600.0,50000.0,First Owner,13.0,150.0,Hero
3605,Bajaj Avenger 220cc,44600.0,39500.0,First Owner,8.0,220.0,Bajaj
3606,Yamaha FZ16 150cc,30000.0,9300.0,First Owner,11.0,150.0,Yamaha
3607,Yamaha YZF-R15 2.0,41000.0,60000.0,First Owner,10.0,150.0,Yamaha
3608,Yamaha FZs 150cc,18000.0,18465.0,First Owner,12.0,150.0,Yamaha
3609,Bajaj Avenger Street,45000.0,15000.0,First Owner,5.0,150.0,Bajaj
3610,Suzuki Intruder 150cc,77000.0,25400.0,First Owner,3.0,150.0,Suzuki
3611,Bajaj Avenger 220cc,65200.0,20000.0,First Owner,3.0,220.0,Bajaj
3612,Yamaha Fazer 150cc,45000.0,30000.0,First Owner,8.0,150.0,Yamaha
3613,Bajaj Pulsar 150cc,32000.0,21000.0,First Owner,5.0,150.0,Bajaj
3614,Bajaj Discover 135cc,13500.0,477976.0,First Owner,14.0,135.0,Bajaj
3615,Yamaha YZF-R15 2.0,66400.0,27481.0,Second Owner,7.0,150.0,Yamaha
3616,Bajaj Discover 100M,21000.0,28808.0,First Owner,7.0,100.0,Bajaj
3617,Honda CBR 150R,67000.0,43871.0,First Owner,6.0,150.0,Honda
3618,Bajaj Avenger 220cc,55000.0,38000.0,First Owner,6.0,220.0,Bajaj
3619,Bajaj Avenger Street,83100.0,13450.0,First Owner,4.0,150.0,Bajaj
3620,Hero Splendor iSmart,25000.0,50000.0,First Owner,7.0,100.0,Hero
3621,Honda CB ShineSP,39200.0,16500.0,Second Owner,5.0,125.0,Honda
3622,Bajaj Discover 100cc,19269.0,36526.0,Second Owner,11.0,100.0,Bajaj
3623,Bajaj V15 150cc,43000.0,15000.0,Second Owner,5.0,150.0,Bajaj
3624,Hero Splendor Plus,20000.0,46000.0,First Owner,12.0,100.0,Hero
3625,Yamaha Fazer 150cc,30000.0,24000.0,First Owner,9.0,150.0,Yamaha
3626,Bajaj Avenger 220cc,67000.0,12000.0,First Owner,5.0,220.0,Bajaj
3627,Bajaj Discover 125ST,25000.0,38425.0,First Owner,8.0,125.0,Bajaj
3628,Hero Passion Xpro,42000.0,9000.0,First Owner,6.0,110.0,Hero
3629,Bajaj Pulsar 150cc,60000.0,9000.0,First Owner,6.0,150.0,Bajaj
3630,Bajaj Avenger Street,70400.0,7000.0,First Owner,4.0,150.0,Bajaj
3631,Bajaj Avenger 220cc,41000.0,33000.0,First Owner,9.0,220.0,Bajaj
3632,Bajaj Avenger 220cc,58000.0,20000.0,First Owner,7.0,220.0,Bajaj
3633,Honda CB Unicorn,50400.0,15000.0,First Owner,6.0,160.0,Honda
3634,Hero Passion Pro,45000.0,15000.0,First Owner,5.0,100.0,Hero
3635,Hero Passion Pro,31500.0,35600.0,First Owner,7.0,100.0,Hero
3636,Yamaha FZs 150cc,45000.0,32375.0,First Owner,8.0,150.0,Yamaha
3637,Bajaj Pulsar 220F,61000.0,41000.0,First Owner,7.0,220.0,Bajaj
3638,Honda Dream Yuga,38000.0,16500.0,First Owner,9.0,110.0,Honda
3639,Honda CBR 150R,75500.0,23800.0,First Owner,7.0,150.0,Honda
3640,Bajaj V15 150cc,49100.0,10000.0,First Owner,5.0,150.0,Bajaj
3641,Bajaj CT 100,41800.0,3360.0,First Owner,3.0,100.0,Bajaj
3642,Bajaj Platina 100cc,27500.0,48000.0,First Owner,8.0,100.0,Bajaj
3643,Bajaj Pulsar 150cc,23500.0,40000.0,First Owner,10.0,150.0,Bajaj
3644,Hero Glamour 125cc,23000.0,30000.0,First Owner,9.0,125.0,Hero
3645,Bajaj Avenger 220cc,75000.0,15000.0,First Owner,5.0,220.0,Bajaj
3646,Bajaj Pulsar AS150,59000.0,40000.0,First Owner,6.0,150.0,Bajaj
3647,Hero CBZ Xtreme,42000.0,32300.0,First Owner,7.0,150.0,Hero
3648,Bajaj Avenger Street,60000.0,11000.0,First Owner,5.0,150.0,Bajaj
3649,Hero Splendor NXG,22000.0,20000.0,First Owner,11.0,100.0,Hero
3650,Hero Passion Xpro,36300.0,38000.0,First Owner,6.0,110.0,Hero
3651,Bajaj Avenger Street,88600.0,6200.0,First Owner,4.0,220.0,Bajaj
3652,Hero Splendor iSmart,42000.0,25000.0,First Owner,5.0,110.0,Hero
3653,Bajaj Avenger Street,60000.0,46000.0,First Owner,5.0,150.0,Bajaj
3654,Hero CBZ Xtreme,20000.0,60500.0,First Owner,11.0,150.0,Hero
3655,Bajaj Avenger Street,69000.0,17000.0,First Owner,5.0,150.0,Bajaj
3656,Bajaj Pulsar 135LS,18000.0,77700.0,First Owner,11.0,135.0,Bajaj
3657,TVS Apache RTR,72000.0,7000.0,Second Owner,3.0,180.0,TVS
3658,Yamaha YZF-R15 150cc,34000.0,50000.0,Third Owner,10.0,150.0,Yamaha
3659,Bajaj Pulsar RS200,82000.0,57444.0,First Owner,6.0,200.0,Bajaj
3660,Yamaha YZF-R15 2.0,80000.0,7018.0,First Owner,4.0,150.0,Yamaha
3661,Hero Super Splendor,25000.0,24000.0,First Owner,8.0,125.0,Hero
3662,Bajaj Pulsar 150cc,18600.0,56000.0,First Owner,10.0,150.0,Bajaj
3663,Yamaha FZ S,45000.0,5382.0,First Owner,5.0,150.0,Yamaha
3664,Hero Passion Plus,20100.0,45330.0,First Owner,14.0,100.0,Hero
3665,Bajaj Pulsar AS150,69000.0,22000.0,First Owner,6.0,150.0,Bajaj
3666,Honda CB Unicorn,26000.0,33000.0,First Owner,12.0,150.0,Honda
3667,Yamaha FZs 150cc,48000.0,11000.0,First Owner,7.0,150.0,Yamaha
3668,Bajaj Pulsar 150cc,25000.0,60000.0,First Owner,9.0,150.0,Bajaj
3669,Bajaj Avenger Street,84000.0,1920.0,First Owner,4.0,150.0,Bajaj
3670,Bajaj Pulsar AS200,55000.0,27000.0,First Owner,8.0,200.0,Bajaj
3671,Hero Xtreme Sports,65000.0,3200.0,First Owner,5.0,150.0,Hero
3672,Suzuki Gixxer SF,88000.0,8000.0,First Owner,4.0,150.0,Suzuki
3673,Honda Dream Yuga,27500.0,18000.0,First Owner,7.0,110.0,Honda
3674,Bajaj Pulsar 150cc,48400.0,14500.0,First Owner,6.0,150.0,Bajaj
3675,Suzuki Gixxer 150cc,48000.0,9800.0,First Owner,6.0,150.0,Suzuki
3676,Bajaj Platina Alloy,43000.0,10000.0,First Owner,4.0,100.0,Bajaj
3677,Suzuki Gixxer 150cc,78000.0,10575.0,First Owner,4.0,150.0,Suzuki
3678,Hero Splendor 100cc,23000.0,61122.0,First Owner,17.0,100.0,Hero
3679,Hero HF Deluxe,36000.0,16830.0,First Owner,6.0,100.0,Hero
3680,Bajaj Pulsar 150cc,18000.0,39000.0,First Owner,13.0,150.0,Bajaj
3681,TVS Apache RTR,68000.0,10000.0,First Owner,5.0,180.0,TVS
3682,Bajaj Discover 125ST,28000.0,18000.0,First Owner,9.0,125.0,Bajaj
3683,Bajaj Discover 125ST,25000.0,43000.0,First Owner,9.0,125.0,Bajaj
3684,Hero Splendor 100cc,27500.0,22365.0,First Owner,10.0,100.0,Hero
3685,Honda CB Hornet,88000.0,150.0,First Owner,4.0,160.0,Honda
3686,Hero Splendor iSmart,51000.0,4669.0,First Owner,4.0,110.0,Hero
3687,Honda CB Shine,35526.0,16500.0,First Owner,6.0,125.0,Honda
3688,Honda CB Trigger,49800.0,41365.0,First Owner,6.0,150.0,Honda
3689,Bajaj Avenger 220cc,40800.0,25000.0,First Owner,9.0,220.0,Bajaj
3690,Hero Splendor iSmart,29000.0,24000.0,First Owner,7.0,100.0,Hero
3691,Yamaha FZs 150cc,35255.0,25000.0,First Owner,9.0,150.0,Yamaha
3692,Hero HF Deluxe,30000.0,40457.0,First Owner,7.0,100.0,Hero
3693,Yamaha Fazer FI,46728.0,55300.0,First Owner,7.0,150.0,Yamaha
3694,Bajaj Pulsar 150cc,21000.0,45000.0,First Owner,12.0,150.0,Bajaj
3695,Yamaha YZF-R15 2.0,82000.0,23000.0,First Owner,6.0,150.0,Yamaha
3696,Bajaj Pulsar AS150,60000.0,15000.0,First Owner,6.0,150.0,Bajaj
3697,Honda CB Shine,30000.0,17500.0,First Owner,8.0,125.0,Honda
3698,Mahindra Centuro 110cc,35000.0,9614.0,First Owner,7.0,110.0,Mahindra
3699,Hero Xtreme 150cc,48000.0,14000.0,First Owner,8.0,150.0,Hero
3700,Bajaj Pulsar AS150,80000.0,9000.0,First Owner,5.0,150.0,Bajaj
3701,TVS Apache RTR,88000.0,3500.0,First Owner,4.0,180.0,TVS
3702,Hero Ignitor 125cc,30000.0,13000.0,First Owner,8.0,125.0,Hero
3703,Hero CBZ Xtreme,27000.0,25874.0,First Owner,10.0,150.0,Hero
3704,Hero Splendor iSmart,56435.0,12192.0,First Owner,5.0,110.0,Hero
3705,TVS Apache RTR,60000.0,30000.0,First Owner,5.0,160.0,TVS
3706,Bajaj Avenger Cruise,67000.0,15500.0,First Owner,5.0,220.0,Bajaj
3707,Bajaj Pulsar 150cc,25000.0,98707.0,First Owner,11.0,150.0,Bajaj
3708,Honda CB Unicorn,30000.0,64800.0,First Owner,13.0,150.0,Honda
3709,Bajaj Avenger Street,66000.0,12000.0,First Owner,5.0,150.0,Bajaj
3710,Bajaj Avenger 220cc,75000.0,15000.0,First Owner,5.0,220.0,Bajaj
3711,Bajaj Pulsar AS150,59000.0,40000.0,First Owner,6.0,150.0,Bajaj
3712,Hero CBZ Xtreme,42000.0,32300.0,First Owner,7.0,150.0,Hero
3713,Bajaj Avenger Street,60000.0,11000.0,First Owner,5.0,150.0,Bajaj
3714,Hero Splendor NXG,22000.0,20000.0,First Owner,11.0,100.0,Hero
3715,Hero Passion Xpro,36300.0,38000.0,First Owner,6.0,110.0,Hero
3716,Bajaj Avenger Street,88600.0,6200.0,First Owner,4.0,220.0,Bajaj
3717,Hero Splendor iSmart,42000.0,25000.0,First Owner,5.0,110.0,Hero
3718,Bajaj Avenger Street,60000.0,46000.0,First Owner,5.0,150.0,Bajaj
3719,Hero CBZ Xtreme,20000.0,60500.0,First Owner,11.0,150.0,Hero
3720,Bajaj Avenger Street,69000.0,17000.0,First Owner,5.0,150.0,Bajaj
3721,Royal Enfield Thunderbird,55000.0,15000.0,Second Owner,12.0,350.0,Royal Enfield
3722,Yamaha Gladiator 125cc,20000.0,38500.0,Fourth Owner Or More,12.0,125.0,Yamaha
3723,Hero Splendor NXG,20000.0,70628.0,First Owner,10.0,100.0,Hero
3724,Hero Passion Pro,25000.0,58137.0,First Owner,10.0,100.0,Hero
3725,Hero Karizma R,42000.0,35000.0,First Owner,7.0,223.0,Hero
3726,Yamaha YZF-R15 2.0,74000.0,23000.0,First Owner,7.0,150.0,Yamaha
3727,Royal Enfield Thunderbird,65000.0,9300.0,First Owner,10.0,350.0,Royal Enfield
3728,TVS Apache RTR,45000.0,19542.0,First Owner,7.0,160.0,TVS
3729,Bajaj Pulsar 150cc,25000.0,41915.0,First Owner,12.0,150.0,Bajaj
3730,Bajaj Avenger 200cc,33000.0,31500.0,Third Owner,14.0,200.0,Bajaj
3731,Bajaj Pulsar 220cc,26000.0,55686.0,Second Owner,9.0,220.0,Bajaj
3732,TVS Sport 100cc,38000.0,8718.0,First Owner,3.0,100.0,TVS
3733,Royal Enfield Bullet,75000.0,24000.0,First Owner,7.0,350.0,Royal Enfield
3734,Royal Enfield Bullet,70000.0,45000.0,Second Owner,15.0,350.0,Royal Enfield
3735,Bajaj Pulsar 150cc,42000.0,9755.0,First Owner,7.0,150.0,Bajaj
3736,Hero Splendor Pro,35000.0,37795.0,First Owner,7.0,100.0,Hero
3737,Honda CB Shine,37000.0,27520.0,First Owner,5.0,125.0,Honda
3738,TVS Apache RTR,82000.0,5200.0,First Owner,3.0,160.0,TVS
3739,Bajaj Avenger Cruise,85000.0,4500.0,First Owner,2.0,220.0,Bajaj
3740,Honda CB Twister,27400.0,33000.0,First Owner,10.0,110.0,Honda
3741,Yamaha FZs 150cc,22000.0,29428.0,First Owner,9.0,150.0,Yamaha
3742,Royal Enfield Thunderbird,58000.0,9572.0,First Owner,9.0,350.0,Royal Enfield
3743,Hero Passion Pro,14000.0,40000.0,Second Owner,12.0,100.0,Hero
3744,Honda CB Shine,30000.0,45355.0,First Owner,6.0,125.0,Honda
3745,Honda CBR 150R,77100.0,15000.0,First Owner,5.0,150.0,Honda
3746,Honda CB Trigger,39999.0,27000.0,First Owner,8.0,150.0,Honda
3747,Bajaj Pulsar 150cc,35000.0,21000.0,First Owner,10.0,150.0,Bajaj
3748,Bajaj Pulsar RS200,75000.0,30000.0,First Owner,6.0,200.0,Bajaj
3749,Royal Enfield Classic,85000.0,3842.0,First Owner,7.0,350.0,Royal Enfield
3750,Hero CBZ Xtreme,35000.0,27988.0,First Owner,14.0,150.0,Hero
3751,Bajaj Avenger 220cc,35000.0,34000.0,First Owner,10.0,220.0,Bajaj
3752,Bajaj Pulsar 200cc,28000.0,42942.0,First Owner,13.0,200.0,Bajaj
3753,TVS Star City,18000.0,70000.0,Second Owner,15.0,110.0,TVS
3754,Bajaj Pulsar 150cc,50000.0,65007.0,First Owner,7.0,150.0,Bajaj
3755,Bajaj Pulsar 180cc,28000.0,34060.0,Second Owner,11.0,180.0,Bajaj
3756,Bajaj Pulsar 200,45000.0,15000.0,First Owner,9.0,200.0,Bajaj
3757,Hero Passion Xpro,23000.0,59560.0,First Owner,8.0,110.0,Hero
3758,Yamaha YZF-R15 2.0,72000.0,13600.0,Second Owner,4.0,150.0,Yamaha
3759,Honda CB Unicorn,37500.0,10521.0,First Owner,7.0,150.0,Honda
3760,Yamaha YZF-R15 150cc,53300.0,29000.0,First Owner,10.0,150.0,Yamaha
3761,Honda CB Unicorn,20000.0,35063.0,Second Owner,13.0,150.0,Honda
3762,TVS Apache RTR,30000.0,21288.0,First Owner,10.0,160.0,TVS
3763,Yamaha YZF-R15 2.0,75000.0,29878.0,First Owner,4.0,150.0,Yamaha
3764,Hero Passion Pro,31000.0,19000.0,Second Owner,5.0,100.0,Hero
3765,Bajaj Avenger Street,65000.0,7706.0,First Owner,5.0,220.0,Bajaj
3766,Bajaj XCD 135,11000.0,31275.0,First Owner,12.0,135.0,Bajaj
3767,Hero Passion Pro,18000.0,19233.0,Second Owner,11.0,100.0,Hero
3768,Bajaj V15 150cc,42000.0,33156.0,First Owner,5.0,150.0,Bajaj
3769,Yamaha FZS FI,65000.0,14000.0,First Owner,4.0,150.0,Yamaha
3770,TVS Sport 100cc,29500.0,16389.0,First Owner,7.0,100.0,TVS
3771,Royal Enfield Bullet,84000.0,13680.0,First Owner,6.0,350.0,Royal Enfield
3772,Yamaha FZ25 250cc,85000.0,9425.0,First Owner,4.0,250.0,Yamaha
3773,TVS Apache RTR,41000.0,9833.0,First Owner,5.0,160.0,TVS
3774,Bajaj Discover 125cc,25000.0,21163.0,First Owner,5.0,125.0,Bajaj
3775,Royal Enfield Thunderbird,50000.0,31298.0,First Owner,12.0,350.0,Royal Enfield
3776,Bajaj V15 150cc,43000.0,14740.0,First Owner,4.0,150.0,Bajaj
3777,Suzuki Gixxer SF,60000.0,14830.0,First Owner,4.0,150.0,Suzuki
3778,Honda CB Unicorn,56000.0,11021.0,First Owner,4.0,160.0,Honda
3779,Royal Enfield Thunderbird,65000.0,33000.0,Second Owner,10.0,350.0,Royal Enfield
3780,Honda CBR 250R,65000.0,15000.0,First Owner,9.0,250.0,Honda
3781,Yamaha SZR 150cc,30000.0,35600.0,First Owner,9.0,150.0,Yamaha
3782,Bajaj Pulsar 180cc,35000.0,46436.0,First Owner,11.0,180.0,Bajaj
3783,TVS Sport 100cc,29500.0,16389.0,First Owner,7.0,100.0,TVS
3784,Royal Enfield Bullet,84000.0,13680.0,First Owner,6.0,350.0,Royal Enfield
3785,Yamaha FZ25 250cc,85000.0,9425.0,First Owner,4.0,250.0,Yamaha
3786,TVS Apache RTR,41000.0,9833.0,First Owner,5.0,160.0,TVS
3787,Bajaj Discover 125cc,25000.0,21163.0,First Owner,5.0,125.0,Bajaj
3788,Royal Enfield Thunderbird,50000.0,31298.0,First Owner,12.0,350.0,Royal Enfield
3789,Bajaj V15 150cc,43000.0,14740.0,First Owner,4.0,150.0,Bajaj
3790,Suzuki Gixxer SF,60000.0,14830.0,First Owner,4.0,150.0,Suzuki
3791,Honda CB Unicorn,56000.0,11021.0,First Owner,4.0,160.0,Honda
3792,Royal Enfield Thunderbird,65000.0,33000.0,Second Owner,10.0,350.0,Royal Enfield
3793,Honda CBR 250R,65000.0,15000.0,First Owner,9.0,250.0,Honda
3794,Honda CB Hornet,66000.0,3000.0,First Owner,4.0,160.0,Honda
3795,Bajaj V15 150cc,53200.0,12135.0,First Owner,3.0,150.0,Bajaj
3796,Yamaha FZs 150cc,49999.0,21500.0,Second Owner,6.0,150.0,Yamaha
3797,Bajaj Pulsar 135LS,17000.0,34500.0,First Owner,11.0,135.0,Bajaj
3798,Bajaj Avenger 220cc,55000.0,7800.0,First Owner,7.0,220.0,Bajaj
3799,Honda CB Shine,25000.0,31400.0,First Owner,7.0,125.0,Honda
3800,Bajaj Pulsar 220F,55000.0,35107.0,First Owner,8.0,220.0,Bajaj
