,bike_name,price,kms_driven,owner,age,power,brand
325,TVS Apache RTR,85000.0,7000.0,First Owner,2.0,160.0,TVS
326,Bajaj Discover 135cc,18551.0,21832.0,First Owner,13.0,135.0,Bajaj
327,Honda Livo 110cc,53400.0,1500.0,First Owner,3.0,110.0,Honda
328,Honda CB Unicorn,58000.0,44580.0,First Owner,5.0,160.0,Honda
329,Bajaj Platina Alloy,38000.0,29451.0,First Owner,5.0,100.0,Bajaj
330,Bajaj Discover 125cc,24500.0,14324.0,First Owner,6.0,125.0,Bajaj
331,Bajaj Boxer BM150,20000.0,28000.0,First Owner,9.0,150.0,Bajaj
332,Royal Enfield Bullet,62000.0,70000.0,First Owner,14.0,350.0,Royal Enfield
333,Yamaha YZF-R15 2.0,82000.0,14180.0,First Owner,7.0,150.0,Yamaha
334,Honda CB Shine,24500.0,26453.0,First Owner,9.0,125.0,Honda
335,Yamaha FZ S,59300.0,9107.0,First Owner,3.0,150.0,Yamaha
336,Hero Glamour 125cc,41000.0,35000.0,First Owner,7.0,125.0,Hero
337,Yamaha FZ S,80000.0,6300.0,First Owner,3.0,150.0,Yamaha
338,Bajaj Pulsar 220F,75000.0,15000.0,First Owner,4.0,220.0,Bajaj
339,Suzuki Slingshot Plus,25000.0,16801.0,First Owner,6.0,125.0,Suzuki
340,Bajaj Pulsar 180cc,53000.0,10000.0,First Owner,5.0,180.0,Bajaj
341,TVS Apache RTR,50390.0,45949.0,First Owner,4.0,160.0,TVS
342,Honda CBR 150R,55000.0,2000.0,First Owner,9.0,150.0,Honda
343,Bajaj V15 150cc,43000.0,6336.0,First Owner,4.0,150.0,Bajaj
344,Yamaha YZF-R15 2.0,82000.0,14180.0,First Owner,7.0,150.0,Yamaha
345,Royal Enfield Bullet,62000.0,70000.0,First Owner,14.0,350.0,Royal Enfield
346,Bajaj Discover 100cc,22500.0,25431.0,First Owner,9.0,100.0,Bajaj
347,Yamaha FZ S,59300.0,9107.0,First Owner,3.0,150.0,Yamaha
348,Bajaj Avenger Street,69000.0,15000.0,First Owner,3.0,180.0,Bajaj
349,Bajaj Discover 125cc,24500.0,14324.0,First Owner,6.0,125.0,Bajaj
350,Bajaj Pulsar NS200,75800.0,6500.0,First Owner,3.0,200.0,Bajaj
351,Hero Glamour 125cc,41000.0,35000.0,First Owner,7.0,125.0,Hero
352,Yamaha FZ S,80000.0,6300.0,First Owner,3.0,150.0,Yamaha
353,Honda CB Shine,24500.0,26453.0,First Owner,9.0,125.0,Honda
354,TVS Star City,30000.0,22000.0,First Owner,9.0,110.0,TVS
355,TVS Apache RTR,58000.0,14000.0,First Owner,5.0,160.0,TVS
356,Bajaj Avenger Street,60000.0,10300.0,First Owner,5.0,150.0,Bajaj
357,Suzuki Intruder 150cc,75200.0,16000.0,First Owner,3.0,150.0,Suzuki
358,Bajaj Pulsar 180cc,26900.0,20000.0,First Owner,9.0,180.0,Bajaj
359,Royal Enfield Bullet,89900.0,20000.0,First Owner,6.0,350.0,Royal Enfield
360,Hero Passion Pro,25000.0,16000.0,First Owner,7.0,100.0,Hero
361,Honda CBR 150R,60000.0,21000.0,Second Owner,6.0,150.0,Honda
362,Honda CB Trigger,42000.0,25868.0,First Owner,8.0,150.0,Honda
363,Bajaj Pulsar 150cc,34000.0,17501.0,First Owner,10.0,150.0,Bajaj
364,Honda CB Hornet,55000.0,25000.0,First Owner,5.0,160.0,Honda
365,Bajaj Platina 100cc,41000.0,15800.0,First Owner,4.0,100.0,Bajaj
366,Honda CB Trigger,42000.0,25868.0,First Owner,8.0,150.0,Honda
367,Honda CB Shine,22000.0,42554.0,First Owner,6.0,125.0,Honda
368,Honda CB Unicorn,16800.0,134200.0,First Owner,10.0,150.0,Honda
369,Royal Enfield Thunderbird,70000.0,11000.0,First Owner,7.0,350.0,Royal Enfield
370,Suzuki Gixxer SF,58000.0,29451.0,First Owner,6.0,150.0,Suzuki
371,Hero Splendor Plus,32000.0,21884.0,Second Owner,8.0,100.0,Hero
372,Hero Splendor Plus,23000.0,30000.0,First Owner,7.0,100.0,Hero
373,Bajaj Avenger Street,43000.0,17000.0,First Owner,5.0,150.0,Bajaj
374,Bajaj Pulsar 220F,45000.0,5800.0,First Owner,7.0,220.0,Bajaj
375,Hero Passion Pro,42000.0,6500.0,First Owner,5.0,100.0,Hero
376,KTM Duke 200cc,72250.0,6282.0,First Owner,5.0,200.0,KTM
377,Honda CBF Stunner,18200.0,40000.0,First Owner,9.0,125.0,Honda
378,TVS Apache RTR,58000.0,14000.0,First Owner,5.0,160.0,TVS
379,Hero Xtreme 200R,72000.0,3490.0,First Owner,3.0,200.0,Hero
380,Yamaha FZ16 150cc,18000.0,39859.0,First Owner,11.0,150.0,Yamaha
381,Honda CB Unicorn,29000.0,9000.0,First Owner,9.0,150.0,Honda
382,Bajaj V15 150cc,35000.0,26000.0,First Owner,2.0,150.0,Bajaj
383,Hero Passion Pro,25000.0,20000.0,First Owner,8.0,100.0,Hero
384,Bajaj Avenger 220cc,63000.0,19333.0,First Owner,4.0,220.0,Bajaj
385,Yamaha FZs 150cc,77500.0,45.0,First Owner,3.0,150.0,Yamaha
386,Bajaj Platina 100cc,27000.0,29858.0,First Owner,4.0,100.0,Bajaj
387,Bajaj Avenger 220cc,44000.0,27000.0,First Owner,6.0,220.0,Bajaj
388,Bajaj Pulsar 150cc,28000.0,70251.0,First Owner,13.0,150.0,Bajaj
389,Yamaha SZR 150cc,22000.0,19000.0,First Owner,9.0,150.0,Yamaha
390,Bajaj Platina 100cc,19000.0,23420.0,First Owner,10.0,100.0,Bajaj
391,TVS Star Sport,25000.0,41000.0,First Owner,8.0,100.0,TVS
392,Honda CB Hornet,89000.0,800.0,First Owner,2.0,160.0,Honda
393,Bajaj Pulsar 150cc,47000.0,13935.0,First Owner,5.0,150.0,Bajaj
394,Bajaj Avenger Street,62000.0,11500.0,First Owner,4.0,220.0,Bajaj
395,Bajaj Avenger Street,70000.0,7000.0,First Owner,3.0,180.0,Bajaj
396,Bajaj Discover 100M,31000.0,21447.0,First Owner,7.0,100.0,Bajaj
397,Bajaj CT 100,41500.0,15000.0,First Owner,3.0,100.0,Bajaj
398,Hero Splendor Plus,52500.0,9000.0,First Owner,3.0,100.0,Hero
399,TVS Apache RTR,36000.0,2980.0,First Owner,6.0,160.0,TVS
400,Honda CB Shine,40000.0,17600.0,First Owner,5.0,125.0,Honda
401,Bajaj Avenger 220cc,63000.0,19333.0,First Owner,4.0,220.0,Bajaj
402,Yamaha FZs 150cc,77500.0,45.0,First Owner,3.0,150.0,Yamaha
403,Bajaj Platina 100cc,27000.0,29858.0,First Owner,4.0,100.0,Bajaj
404,Bajaj Avenger 220cc,44000.0,27000.0,First Owner,6.0,220.0,Bajaj
405,Honda CB Unicorn,29000.0,9000.0,First Owner,9.0,150.0,Honda
406,TVS Apache RTR,89000.0,3000.0,First Owner,2.0,160.0,TVS
407,Bajaj Pulsar 150cc,34000.0,26840.0,First Owner,9.0,150.0,Bajaj
408,Honda CB Trigger,27000.0,35000.0,First Owner,7.0,150.0,Honda
409,Hero Passion Pro,25000.0,28000.0,First Owner,8.0,100.0,Hero
410,Suzuki Gixxer SF,39100.0,16000.0,First Owner,6.0,150.0,Suzuki
411,Bajaj Pulsar 220F,58500.0,11500.0,Second Owner,5.0,220.0,Bajaj
412,Hero Hunk 150cc,45000.0,40500.0,First Owner,5.0,150.0,Hero
413,Bajaj V15 150cc,48000.0,13000.0,First Owner,5.0,150.0,Bajaj
414,Bajaj V15 150cc,44800.0,30000.0,First Owner,5.0,150.0,Bajaj
415,Bajaj Discover 135cc,20300.0,39450.0,First Owner,14.0,135.0,Bajaj
416,Bajaj Avenger Street,62000.0,18500.0,First Owner,5.0,150.0,Bajaj
417,Hero Karizma ZMR,45000.0,23695.0,First Owner,8.0,223.0,Hero
418,Bajaj V15 150cc,45000.0,33000.0,First Owner,5.0,150.0,Bajaj
419,Hero CD Dawn,16000.0,50000.0,First Owner,9.0,100.0,Hero
420,Honda CB Trigger,43300.0,21000.0,First Owner,8.0,150.0,Honda
421,TVS Apache RTR,70000.0,9761.0,Second Owner,5.0,200.0,TVS
422,Hero Karizma ZMR,75700.0,14000.0,First Owner,5.0,223.0,Hero
423,Yamaha FZ16 150cc,28000.0,100000.0,First Owner,12.0,150.0,Yamaha
424,Honda CB Trigger,40000.0,40600.0,First Owner,7.0,150.0,Honda
425,Honda Dream Yuga,24000.0,52345.0,First Owner,7.0,110.0,Honda
426,Hero Ignitor Disc,28000.0,33000.0,First Owner,8.0,125.0,Hero
427,Bajaj V15 150cc,57000.0,500.0,First Owner,4.0,150.0,Bajaj
428,Bajaj Pulsar RS200,89100.0,13800.0,Second Owner,4.0,200.0,Bajaj
429,Bajaj Avenger Street,54000.0,8000.0,First Owner,5.0,150.0,Bajaj
430,Hero Passion 100cc,21100.0,30000.0,First Owner,16.0,100.0,Hero
431,Bajaj Avenger Street,75000.0,5399.0,First Owner,4.0,220.0,Bajaj
432,Bajaj Pulsar 135LS,22000.0,40000.0,First Owner,13.0,135.0,Bajaj
433,Bajaj Pulsar NS200,79999.0,10922.0,First Owner,4.0,200.0,Bajaj
434,Suzuki Gixxer SF,85000.0,6000.0,First Owner,4.0,150.0,Suzuki
435,Suzuki Gixxer 150cc,52200.0,4500.0,First Owner,4.0,150.0,Suzuki
436,Bajaj V15 150cc,48000.0,27098.0,First Owner,5.0,150.0,Bajaj
437,Hero CD Deluxe,29500.0,21017.0,First Owner,9.0,100.0,Hero
438,Hero Splendor Plus,51300.0,2800.0,First Owner,2.0,100.0,Hero
439,Hero Passion Pro,35242.0,3000.0,First Owner,5.0,100.0,Hero
440,Bajaj Avenger 220cc,65000.0,20000.0,First Owner,7.0,220.0,Bajaj
441,Bajaj Pulsar AS200,70000.0,25000.0,First Owner,5.0,200.0,Bajaj
442,Bajaj Avenger Cruise,68000.0,5800.0,First Owner,4.0,220.0,Bajaj
443,Hero Passion Xpro,30000.0,26000.0,First Owner,8.0,110.0,Hero
444,TVS Sport 100cc,30000.0,8000.0,First Owner,5.0,100.0,TVS
445,Honda CB Trigger,33000.0,44020.0,First Owner,7.0,150.0,Honda
446,Bajaj Pulsar RS200,80000.0,17000.0,First Owner,6.0,200.0,Bajaj
447,Bajaj Discover 125ST,26900.0,31000.0,First Owner,8.0,125.0,Bajaj
448,Royal Enfield Bullet,72378.0,21496.0,First Owner,9.0,350.0,Royal Enfield
449,Bajaj Discover 100cc,17500.0,52018.0,First Owner,7.0,100.0,Bajaj
450,Bajaj Pulsar 150cc,55000.0,15558.0,First Owner,4.0,150.0,Bajaj
451,Yamaha YZF-R15 2.0,58000.0,35000.0,Second Owner,6.0,150.0,Yamaha
452,Hero Passion Xpro,32000.0,28329.0,First Owner,6.0,110.0,Hero
453,Bajaj Discover 150cc,31500.0,26000.0,First Owner,7.0,150.0,Bajaj
454,Bajaj Discover 150cc,21000.0,40000.0,First Owner,9.0,150.0,Bajaj
455,Hero Passion Plus,20000.0,22500.0,First Owner,12.0,100.0,Hero
456,Honda CB Shine,52000.0,3840.0,First Owner,3.0,125.0,Honda
457,Bajaj V15 150cc,51900.0,25000.0,First Owner,4.0,150.0,Bajaj
458,TVS Apache RTR,40000.0,34400.0,First Owner,5.0,160.0,TVS
459,Honda CBR 150R,60000.0,30000.0,First Owner,9.0,150.0,Honda
460,Honda CB Shine,28000.0,36000.0,First Owner,11.0,125.0,Honda
461,Hero Splendor Plus,20600.0,30000.0,First Owner,9.0,100.0,Hero
462,TVS Apache RTR,55000.0,20000.0,First Owner,6.0,160.0,TVS
463,Honda Livo 110cc,40000.0,14168.0,First Owner,5.0,110.0,Honda
464,Hero CBZ 150cc,21000.0,50000.0,First Owner,10.0,150.0,Hero
465,Suzuki Gixxer SF,84000.0,3200.0,First Owner,4.0,150.0,Suzuki
466,TVS Apache RTR,74700.0,20194.0,First Owner,2.0,160.0,TVS
467,Yamaha FZS FI,48600.0,20559.0,First Owner,4.0,150.0,Yamaha
468,Honda CB Unicorn,39300.0,53000.0,First Owner,5.0,160.0,Honda
469,Suzuki GS 150,26900.0,53000.0,First Owner,9.0,150.0,Suzuki
470,Yamaha FZ25 250cc,85000.0,13000.0,First Owner,4.0,250.0,Yamaha
471,Hero CBZ Xtreme,30000.0,46700.0,First Owner,10.0,150.0,Hero
472,Yamaha SZ RR,61000.0,10000.0,First Owner,4.0,150.0,Yamaha
473,Yamaha YZF-R15 2.0,69825.0,28261.0,First Owner,4.0,150.0,Yamaha
474,Royal Enfield Bullet,85000.0,23399.0,Third Owner,6.0,350.0,Royal Enfield
475,Bajaj Discover 135cc,20000.0,38576.0,First Owner,11.0,135.0,Bajaj
476,Hero CBZ Xtreme,23500.0,22000.0,First Owner,10.0,150.0,Hero
477,Suzuki Gixxer 150cc,60000.0,40997.0,First Owner,6.0,150.0,Suzuki
478,Yamaha YZF-R15 2.0,75000.0,39000.0,First Owner,5.0,150.0,Yamaha
479,Yamaha YZF-R15 2.0,58000.0,35000.0,Second Owner,6.0,150.0,Yamaha
480,Bajaj Discover 150cc,21000.0,40000.0,First Owner,9.0,150.0,Bajaj
481,Hero Passion Plus,20000.0,22500.0,First Owner,12.0,100.0,Hero
482,Honda CB Shine,52000.0,3840.0,First Owner,3.0,125.0,Honda
483,Yamaha FZ S,68900.0,16980.0,Second Owner,4.0,150.0,Yamaha
484,TVS Apache RTR,59999.0,35958.0,First Owner,5.0,200.0,TVS
485,Yamaha FZ V,65000.0,15000.0,First Owner,3.0,150.0,Yamaha
486,TVS Apache RTR,66400.0,12500.0,First Owner,5.0,180.0,TVS
487,Honda CB Shine,31500.0,56423.0,First Owner,8.0,125.0,Honda
488,TVS Apache RTR,26500.0,22000.0,First Owner,10.0,160.0,TVS
489,Hero Honda Splendor,23000.0,24121.0,First Owner,10.0,100.0,Hero
490,Hero Xtreme 200R,66000.0,1112.0,First Owner,2.0,200.0,Hero
491,Yamaha YZF-R15 2.0,75000.0,13000.0,First Owner,6.0,150.0,Yamaha
492,Bajaj Pulsar 150cc,45000.0,22000.0,First Owner,6.0,150.0,Bajaj
493,Honda Dream Neo,36500.0,9000.0,First Owner,3.0,110.0,Honda
494,TVS Apache RTR,40200.0,43000.0,First Owner,7.0,160.0,TVS
495,Bajaj Discover 150cc,16000.0,22141.0,First Owner,7.0,150.0,Bajaj
496,Bajaj Discover 135cc,19784.0,89748.0,First Owner,13.0,135.0,Bajaj
497,Honda CB Hornet,72500.0,9500.0,First Owner,4.0,160.0,Honda
498,Bajaj Platina Alloy,33000.0,14000.0,First Owner,4.0,100.0,Bajaj
499,Bajaj Pulsar 220F,22000.0,35000.0,First Owner,11.0,220.0,Bajaj
500,Bajaj Platina 100cc,14800.0,39525.0,First Owner,11.0,100.0,Bajaj
501,Hero Ignitor 125cc,23000.0,25000.0,Second Owner,6.0,125.0,Hero
502,Bajaj Pulsar 200cc,20000.0,20000.0,First Owner,10.0,200.0,Bajaj
503,Bajaj Discover 125ST,18500.0,20000.0,First Owner,9.0,125.0,Bajaj
504,Hero Splendor iSmart,36000.0,9500.0,First Owner,5.0,110.0,Hero
505,Bajaj V15 150cc,50000.0,17000.0,First Owner,5.0,150.0,Bajaj
506,Bajaj Pulsar 150cc,55000.0,15558.0,First Owner,4.0,150.0,Bajaj
507,Hero Passion Xpro,32000.0,28329.0,First Owner,6.0,110.0,Hero
508,Bajaj Discover 150cc,31500.0,26000.0,First Owner,7.0,150.0,Bajaj
509,Bajaj V15 150cc,51900.0,25000.0,First Owner,4.0,150.0,Bajaj
510,TVS Apache RTR,40000.0,34400.0,First Owner,5.0,160.0,TVS
511,Honda CBR 150R,60000.0,30000.0,First Owner,9.0,150.0,Honda
512,Honda CB Shine,28000.0,36000.0,First Owner,11.0,125.0,Honda
513,Suzuki Gixxer SF,84000.0,3200.0,First Owner,4.0,150.0,Suzuki
514,TVS Apache RTR,74700.0,20194.0,First Owner,2.0,160.0,TVS
515,Hero Splendor Plus,20600.0,30000.0,First Owner,9.0,100.0,Hero
516,Suzuki GS 150,26900.0,53000.0,First Owner,9.0,150.0,Suzuki
517,Yamaha FZ25 250cc,85000.0,13000.0,First Owner,4.0,250.0,Yamaha
518,Hero CBZ Xtreme,30000.0,46700.0,First Owner,10.0,150.0,Hero
519,Yamaha SZ RR,61000.0,10000.0,First Owner,4.0,150.0,Yamaha
520,Yamaha YZF-R15 2.0,69825.0,28261.0,First Owner,4.0,150.0,Yamaha
521,TVS Star Sport,26000.0,12340.0,First Owner,5.0,100.0,TVS
522,Royal Enfield Bullet,87500.0,13000.0,First Owner,6.0,350.0,Royal Enfield
523,Bajaj Pulsar RS200,82000.0,17252.0,First Owner,5.0,200.0,Bajaj
524,Hero Ignitor Disc,45000.0,12699.0,First Owner,5.0,125.0,Hero
525,Bajaj Pulsar 150cc,20400.0,87000.0,First Owner,11.0,150.0,Bajaj
526,Honda CB Shine,52000.0,15583.0,First Owner,4.0,125.0,Honda
527,Bajaj Pulsar 150cc,67000.0,26000.0,First Owner,3.0,150.0,Bajaj
528,Hero Splendor NXG,22000.0,28938.0,First Owner,9.0,100.0,Hero
529,Honda Dream Yuga,20000.0,18438.0,First Owner,9.0,110.0,Honda
530,Honda Livo 110cc,40000.0,14168.0,First Owner,5.0,110.0,Honda
531,Hero CBZ 150cc,21000.0,50000.0,First Owner,10.0,150.0,Hero
532,Yamaha FZS FI,48600.0,20559.0,First Owner,4.0,150.0,Yamaha
533,Honda CB Unicorn,39300.0,53000.0,First Owner,5.0,160.0,Honda
534,Honda CB Unicorn,45000.0,17000.0,First Owner,5.0,160.0,Honda
535,Hero Achiever Disc,45000.0,13400.0,First Owner,4.0,150.0,Hero
536,Yamaha SZ-RR 150cc,35000.0,30000.0,Second Owner,5.0,150.0,Yamaha
537,TVS Apache RTR,78000.0,14500.0,First Owner,3.0,200.0,TVS
538,Bajaj Discover 125ST,21700.0,28000.0,First Owner,8.0,125.0,Bajaj
539,Bajaj Pulsar 150cc,21800.0,28000.0,First Owner,8.0,150.0,Bajaj
540,Honda CBR 150R,65500.0,12000.0,First Owner,8.0,150.0,Honda
541,Yamaha YZF-R15 S,89025.0,5800.0,First Owner,6.0,150.0,Yamaha
542,Bajaj Avenger Street,54000.0,8000.0,First Owner,5.0,150.0,Bajaj
543,Bajaj Pulsar AS150,63647.0,6750.0,First Owner,5.0,150.0,Bajaj
544,Royal Enfield Thunderbird,89000.0,6500.0,First Owner,8.0,350.0,Royal Enfield
545,Bajaj V15 150cc,44000.0,2525.0,First Owner,4.0,150.0,Bajaj
546,Royal Enfield Classic,82000.0,37654.0,Second Owner,9.0,500.0,Royal Enfield
547,Hero CBZ Xtreme,19000.0,25000.0,First Owner,10.0,150.0,Hero
548,Bajaj V15 150cc,52000.0,7845.0,First Owner,5.0,150.0,Bajaj
549,Bajaj Pulsar 150cc,85000.0,2500.0,First Owner,2.0,150.0,Bajaj
550,Bajaj Discover 125ST,33000.0,50000.0,First Owner,9.0,125.0,Bajaj
551,Hero Passion Pro,18600.0,49660.0,First Owner,12.0,100.0,Hero
552,Bajaj Discover 100cc,20000.0,18000.0,First Owner,10.0,100.0,Bajaj
553,Hero CD Deluxe,29500.0,21017.0,First Owner,9.0,100.0,Hero
554,Hero Splendor Plus,51300.0,2800.0,First Owner,2.0,100.0,Hero
555,Hero Passion Pro,35242.0,3000.0,First Owner,5.0,100.0,Hero
556,Bajaj Avenger 220cc,65000.0,20000.0,First Owner,7.0,220.0,Bajaj
557,Bajaj Pulsar NS160,48000.0,51000.0,First Owner,4.0,160.0,Bajaj
558,Hero Passion 100cc,21100.0,30000.0,First Owner,16.0,100.0,Hero
559,Suzuki Gixxer 150cc,52200.0,4500.0,First Owner,4.0,150.0,Suzuki
560,Bajaj V15 150cc,48000.0,27098.0,First Owner,5.0,150.0,Bajaj
561,Bajaj Pulsar 135LS,22000.0,40000.0,First Owner,13.0,135.0,Bajaj
562,Yamaha YZF-R15 2.0,61400.0,33000.0,First Owner,9.0,150.0,Yamaha
563,Bajaj Pulsar AS200,70000.0,25000.0,First Owner,5.0,200.0,Bajaj
564,Bajaj Avenger Cruise,68000.0,5800.0,First Owner,4.0,220.0,Bajaj
565,Hero Passion Xpro,30000.0,26000.0,First Owner,8.0,110.0,Hero
566,TVS Sport 100cc,30000.0,8000.0,First Owner,5.0,100.0,TVS
567,Honda CB Trigger,33000.0,44020.0,First Owner,7.0,150.0,Honda
568,Yamaha FZs 150cc,27800.0,20000.0,First Owner,10.0,150.0,Yamaha
569,Bajaj Pulsar 200,53200.0,28100.0,First Owner,7.0,200.0,Bajaj
570,Honda CBR 250R,65000.0,21000.0,First Owner,8.0,250.0,Honda
571,Bajaj Avenger Cruise,69600.0,20500.0,First Owner,3.0,220.0,Bajaj
572,Bajaj Pulsar 220cc,72000.0,50000.0,First Owner,4.0,220.0,Bajaj
573,TVS Apache RTR,70000.0,9761.0,Second Owner,5.0,200.0,TVS
574,Hero Karizma ZMR,75700.0,14000.0,First Owner,5.0,223.0,Hero
575,Yamaha FZ16 150cc,28000.0,100000.0,First Owner,12.0,150.0,Yamaha
576,Honda CB Trigger,40000.0,40600.0,First Owner,7.0,150.0,Honda
577,Honda Dream Yuga,24000.0,52345.0,First Owner,7.0,110.0,Honda
578,Hero Ignitor Disc,28000.0,33000.0,First Owner,8.0,125.0,Hero
579,Bajaj V15 150cc,57000.0,500.0,First Owner,4.0,150.0,Bajaj
580,Hero Passion Pro,35000.0,22000.0,First Owner,8.0,100.0,Hero
581,TVS Star Sport,22900.0,12000.0,First Owner,5.0,100.0,TVS
582,Bajaj Pulsar RS200,89100.0,13800.0,Second Owner,4.0,200.0,Bajaj
583,Yamaha Gladiator 125cc,19000.0,48568.0,First Owner,14.0,125.0,Yamaha
584,Hero Splendor iSmart,45000.0,4894.0,First Owner,5.0,110.0,Hero
585,Yamaha YZF-R15 2.0,78000.0,29000.0,First Owner,6.0,150.0,Yamaha
586,Honda CBR 150R,60000.0,15252.0,First Owner,6.0,150.0,Honda
587,Royal Enfield Bullet,85000.0,23399.0,Third Owner,6.0,350.0,Royal Enfield
588,Bajaj Discover 135cc,20000.0,38576.0,First Owner,11.0,135.0,Bajaj
589,Bajaj V15 150cc,41000.0,19500.0,Second Owner,4.0,150.0,Bajaj
590,Bajaj Pulsar 180cc,35000.0,41016.0,First Owner,9.0,180.0,Bajaj
591,Bajaj Pulsar 220cc,65000.0,15112.0,First Owner,5.0,220.0,Bajaj
592,Hero Karizma R,27000.0,101250.0,Third Owner,14.0,223.0,Hero
593,Honda Dream Yuga,26000.0,25000.0,First Owner,7.0,110.0,Honda
594,Hero Passion Pro,30100.0,15823.0,First Owner,5.0,100.0,Hero
595,Hero Passion Plus,10669.0,49000.0,First Owner,15.0,100.0,Hero
596,Hero Splendor Plus,23500.0,26000.0,First Owner,13.0,100.0,Hero
597,Honda CB Shine,37000.0,18110.0,First Owner,6.0,125.0,Honda
598,Bajaj Pulsar NS,41300.0,49000.0,Second Owner,7.0,200.0,Bajaj
599,TVS Apache RTR,43000.0,28454.0,Second Owner,4.0,160.0,TVS
600,Hero Xtreme 150cc,25300.0,17000.0,First Owner,8.0,150.0,Hero
601,Bajaj Pulsar NS160,65000.0,7200.0,First Owner,3.0,160.0,Bajaj
602,Bajaj Platina 100cc,18000.0,25000.0,First Owner,9.0,100.0,Bajaj
603,Hero Karizma R,24300.0,29000.0,First Owner,11.0,223.0,Hero
604,Bajaj Boxer CT100,18000.0,50000.0,First Owner,17.0,100.0,Bajaj
605,Bajaj V15 150cc,42000.0,15327.0,First Owner,5.0,150.0,Bajaj
606,Yamaha YZF-R15 2.0,60000.0,37000.0,First Owner,7.0,150.0,Yamaha
607,Hero Passion Pro,50000.0,8191.0,First Owner,4.0,100.0,Hero
608,Hero CBZ Xtreme,40000.0,40000.0,First Owner,6.0,150.0,Hero
609,Bajaj Platina 100cc,20500.0,30000.0,First Owner,9.0,100.0,Bajaj
610,Hero Splendor iSmart,31000.0,16278.0,First Owner,5.0,110.0,Hero
611,Bajaj Pulsar 150cc,19000.0,98581.0,First Owner,9.0,150.0,Bajaj
612,Bajaj Discover 125cc,19000.0,16206.0,First Owner,9.0,125.0,Bajaj
613,Bajaj Pulsar NS200,45000.0,27000.0,First Owner,9.0,200.0,Bajaj
614,Hero Passion Pro,30000.0,23000.0,First Owner,6.0,100.0,Hero
615,Bajaj Discover 100cc,25000.0,16954.0,First Owner,6.0,100.0,Bajaj
616,TVS Sport 100cc,34000.0,8048.0,First Owner,3.0,100.0,TVS
617,Hero Splendor Plus,21000.0,23039.0,First Owner,9.0,100.0,Hero
618,Bajaj Platina Alloy,30000.0,15059.0,First Owner,3.0,100.0,Bajaj
619,Honda CB Shine,30500.0,22422.0,First Owner,9.0,125.0,Honda
620,Honda Dream Yuga,30000.0,61743.0,First Owner,8.0,110.0,Honda
621,Bajaj V15 150cc,60000.0,4900.0,First Owner,4.0,150.0,Bajaj
622,Bajaj Pulsar RS200,80000.0,21700.0,First Owner,5.0,200.0,Bajaj
623,Royal Enfield Thunderbird,87550.0,15000.0,Second Owner,5.0,500.0,Royal Enfield
624,Hero Splendor iSmart,35000.0,7830.0,First Owner,4.0,110.0,Hero
625,Bajaj Avenger Street,55000.0,3500.0,First Owner,5.0,220.0,Bajaj
626,Bajaj V15 150cc,42000.0,30000.0,First Owner,4.0,150.0,Bajaj
627,TVS Star City,22918.0,79685.0,First Owner,5.0,110.0,TVS
628,Bajaj Pulsar 150cc,15000.0,12800.0,First Owner,12.0,150.0,Bajaj
629,Bajaj V15 150cc,40000.0,14500.0,First Owner,5.0,150.0,Bajaj
630,Hero Splendor Plus,23000.0,6957.0,First Owner,13.0,100.0,Hero
631,Yamaha Fazer 150cc,33000.0,42816.0,First Owner,6.0,150.0,Yamaha
632,Bajaj Pulsar AS150,45000.0,30000.0,First Owner,5.0,150.0,Bajaj
633,Bajaj Pulsar 180cc,13500.0,55239.0,First Owner,12.0,180.0,Bajaj
634,KTM Duke 200cc,61000.0,16000.0,Third Owner,9.0,200.0,KTM
635,TVS Sport 100cc,24000.0,10000.0,First Owner,5.0,100.0,TVS
636,TVS Sport 100cc,25000.0,21539.0,First Owner,4.0,100.0,TVS
637,Honda CB Shine,25600.0,25000.0,First Owner,7.0,125.0,Honda
638,Honda CBR 150R,70000.0,34000.0,First Owner,7.0,150.0,Honda
639,Bajaj Avenger Street,63000.0,19443.0,First Owner,5.0,150.0,Bajaj
640,Yamaha FZ16 150cc,40000.0,14836.0,First Owner,8.0,150.0,Yamaha
641,Hero CBZ Xtreme,21000.0,9500.0,First Owner,10.0,150.0,Hero
642,Bajaj Boxer CT100,11000.0,21311.0,First Owner,18.0,100.0,Bajaj
643,Bajaj Pulsar RS200,88000.0,20000.0,First Owner,5.0,200.0,Bajaj
644,TVS Apache RTR,57000.0,16056.0,First Owner,4.0,160.0,TVS
645,Honda Dream Yuga,55000.0,8351.0,First Owner,2.0,110.0,Honda
646,Bajaj Avenger Cruise,59000.0,10800.0,First Owner,5.0,220.0,Bajaj
647,Yamaha FZ16 150cc,32000.0,28000.0,First Owner,9.0,150.0,Yamaha
648,Honda CB Shine,46000.0,7400.0,First Owner,3.0,125.0,Honda
649,Yamaha FZs 150cc,35273.0,3100.0,First Owner,8.0,150.0,Yamaha
650,Hero Splendor Pro,22100.0,24000.0,Second Owner,7.0,100.0,Hero
651,Bajaj V15 150cc,38000.0,22200.0,First Owner,5.0,150.0,Bajaj
652,Hero Passion Xpro,37000.0,18377.0,First Owner,7.0,110.0,Hero
653,Suzuki Hayate 110cc,31000.0,16257.0,First Owner,5.0,110.0,Suzuki
654,Yamaha Fazer FI,60000.0,24581.0,First Owner,4.0,150.0,Yamaha
